OrderNumber,CustomerCode,OrderDate,RequiredDate,SalesPersonCode,ShippingMethod,PaymentTerms,Status,Priority,TotalAmount,Tax,Currency,BillingAddress,ShippingAddress
SO20250820278,CUST0222,2025-07-27,2025-09-03,SALES005,Freight,NET45,Open,Urgent,4219.21,312.53,USD,7895 Elm St San Francisco CA 39329,7895 Elm St San Francisco CA 39329
SO20250820279,CUST0149,2025-07-31,2025-08-27,SALES004,Pickup,NET15,On Hold,Low,2910.66,171.22,EUR,9547 Washington Blvd Generic City GA 69358,9232 Warehouse Ave Dallas TX 11794
SO20250820280,CUST0141,2025-08-17,2025-09-01,SALES006,Pickup,NET45,Cancelled,High,1696.16,129.27,USD,3751 First Rd Orlando FL 71446,3751 First Rd Orlando FL 71446
SO20250820281,CUST0389,2025-08-01,2025-08-28,SALES001,Ground,Wire Transfer,Delivered,High,4523.8,335.1,USD,5339 Main Blvd Sacramento CA 10537,403 Commerce St Jacksonville FL 77939
SO20250820282,CUST0168,2025-08-01,2025-08-27,SALES008,2-Day,Wire Transfer,Open,High,3072.66,227.6,EUR,632 Park Blvd Generic City WA 73319,1204 Warehouse Blvd Syracuse NY 68577
SO20250820283,CUST0374,2025-08-16,2025-08-27,SALES007,Freight,NET15,Delivered,Normal,1597.45,121.75,EUR,9878 First Blvd Los Angeles CA 14618,3008 Corporate Rd Generic City VA 94683
SO20250820284,CUST0457,2025-07-23,2025-08-30,SALES001,Freight,Credit Card,Cancelled,Low,2726.63,190.23,USD,2559 Elm St Generic City WA 70338,9183 Industrial Ave Generic City PA 37481
SO20250820285,CUST0124,2025-07-21,2025-08-22,SALES003,2-Day,COD,Delivered,Urgent,1896.05,132.28,EUR,7127 Main Dr Generic City AZ 32919,7127 Main Dr Generic City AZ 32919
SO20250820286,CUST0359,2025-08-17,2025-08-25,SALES002,Express,NET45,On Hold,Normal,3551.5899999999997,270.68,USD,5269 Elm Dr Buffalo NY 40477,5269 Elm Dr Buffalo NY 40477
SO20250820287,CUST0442,2025-08-12,2025-08-23,SALES002,Pickup,NET45,Cancelled,Normal,3295.4700000000003,229.92,USD,7983 First St Generic City GA 58446,7983 First St Generic City GA 58446
SO20250820288,CUST0234,2025-08-18,2025-08-30,SALES005,Express,NET45,Open,High,3598.87,266.58,USD,9515 First Blvd Generic City AZ 99636,9515 First Blvd Generic City AZ 99636
SO20250820289,CUST0254,2025-08-01,2025-09-02,SALES004,Overnight,NET45,Cancelled,Normal,1192.17,98.44,CAD,3745 Park St Generic City GA 65348,2191 Warehouse Ave Generic City WA 21149
SO20250820290,CUST0123,2025-08-10,2025-08-22,SALES002,Pickup,Wire Transfer,Open,Normal,319.90999999999997,18.82,CAD,6210 Washington St Generic City PA 33346,8706 Business St Generic City OH 32351
SO20250820291,CUST0109,2025-08-16,2025-09-03,SALES003,Express,NET30,On Hold,Normal,3021.4900000000002,210.8,EUR,7874 Main Rd Generic City WA 49899,7874 Main Rd Generic City WA 49899
SO20250820292,CUST0426,2025-07-25,2025-08-22,SALES004,Overnight,NET15,Closed,High,5155.71,359.7,CAD,2129 Oak St Generic City MI 65607,2402 Corporate St Generic City VA 77615
SO20250820293,CUST0004,2025-08-01,2025-09-02,SALES004,Overnight,NET15,Shipped,Low,453.39,34.55,EUR,9906 Park Rd Peoria IL 42289,9906 Park Rd Peoria IL 42289
SO20250820294,CUST0102,2025-08-06,2025-08-31,SALES005,Pickup,COD,Cancelled,Normal,563.0799999999999,39.28,CAD,9518 First Dr Austin TX 32157,9518 First Dr Austin TX 32157
SO20250820295,CUST0188,2025-08-10,2025-08-25,SALES001,Overnight,COD,Open,Low,4939.02,365.85,CAD,3449 First Rd Generic City NJ 23253,3449 First Rd Generic City NJ 23253
SO20250820296,CUST0399,2025-08-04,2025-08-21,SALES003,Freight,Wire Transfer,Cancelled,Normal,362.16999999999996,25.27,EUR,8163 Second Rd Generic City MA 82526,5901 Industrial Dr Generic City PA 19194
SO20250820297,CUST0191,2025-08-07,2025-09-02,SALES005,Ground,NET45,On Hold,Normal,4038.1,307.75,USD,6917 Elm Dr Generic City OH 17976,6917 Elm Dr Generic City OH 17976
SO20250820298,CUST0340,2025-07-29,2025-08-27,SALES004,Express,NET15,Open,Low,3718.71,218.75,EUR,3708 Main Rd Generic City PA 42099,3708 Main Rd Generic City PA 42099
SO20250820299,CUST0372,2025-08-17,2025-09-03,SALES004,2-Day,Wire Transfer,Open,Normal,2645.44,155.61,CAD,8056 Park Ave Houston TX 13602,8056 Park Ave Houston TX 13602
SO20250820300,CUST0416,2025-08-03,2025-08-30,SALES003,Ground,NET15,Shipped,High,293.65000000000003,20.49,USD,4528 Second Blvd Generic City OH 26643,4528 Second Blvd Generic City OH 26643
SO20250820301,CUST0287,2025-08-12,2025-08-28,SALES004,Express,NET45,On Hold,High,4158.51,308.04,USD,5593 Elm Ave Generic City MI 60408,2219 Commerce Dr Generic City GA 30828
SO20250820302,CUST0465,2025-07-23,2025-09-01,SALES001,Freight,NET45,Delivered,Low,1731.45,128.26,USD,9412 Park Dr Generic City MA 80727,4649 Business Dr Generic City MA 52813
SO20250820303,CUST0488,2025-07-29,2025-08-28,SALES002,Pickup,COD,Shipped,High,233.71,17.31,CAD,1491 First Blvd Austin TX 65027,1491 First Blvd Austin TX 65027
SO20250820304,CUST0144,2025-08-20,2025-08-30,SALES003,Ground,NET15,Cancelled,Urgent,4364.93,360.41,EUR,680 Main St Generic City MI 39370,5067 Commerce Blvd Generic City AZ 92463
SO20250820305,CUST0276,2025-08-19,2025-08-27,SALES008,Ground,Credit Card,Open,High,5151.05,381.56,CAD,191 Main St Generic City NC 15269,4898 Corporate Blvd Dallas TX 57026
SO20250820306,CUST0129,2025-08-01,2025-08-28,SALES007,Freight,NET30,Shipped,Urgent,967.1700000000001,73.71,USD,9618 Park Ave Naperville IL 46965,9618 Park Ave Naperville IL 46965
SO20250820307,CUST0069,2025-08-10,2025-08-28,SALES007,Ground,NET15,Processing,Low,3221.57,189.5,USD,2895 Elm St Generic City NC 60339,2895 Elm St Generic City NC 60339
SO20250820308,CUST0349,2025-07-30,2025-08-26,SALES001,Freight,Wire Transfer,Open,High,3270.49,242.26,USD,452 Second St San Diego CA 75176,452 Second St San Diego CA 75176
SO20250820309,CUST0324,2025-08-07,2025-08-31,SALES005,Overnight,COD,On Hold,Urgent,4358.23,256.37,EUR,2660 Elm Ave Houston TX 25943,2660 Elm Ave Houston TX 25943
SO20250820310,CUST0206,2025-08-05,2025-08-21,SALES003,2-Day,NET45,Delivered,Low,2779.9,205.92,CAD,4734 First Rd Generic City OH 89552,5151 Commerce Rd Rochester NY 39875
SO20250820311,CUST0095,2025-08-04,2025-09-02,SALES002,Ground,NET30,On Hold,Urgent,1507.3500000000001,111.66,CAD,9574 Second Blvd Generic City MA 85326,9574 Second Blvd Generic City MA 85326
SO20250820312,CUST0440,2025-08-12,2025-09-03,SALES005,Freight,Credit Card,Shipped,Low,3124.92,231.48,CAD,6738 Oak Rd Generic City PA 30272,6738 Oak Rd Generic City PA 30272
SO20250820313,CUST0149,2025-08-03,2025-09-01,SALES008,Freight,NET15,Cancelled,Urgent,2617.67,199.5,CAD,9474 Second Ave Generic City WA 69344,9474 Second Ave Generic City WA 69344
SO20250820314,CUST0165,2025-08-13,2025-08-25,SALES003,2-Day,NET15,Closed,Low,706.24,49.27,EUR,5123 Second Dr Generic City MI 69995,5123 Second Dr Generic City MI 69995
SO20250820315,CUST0356,2025-07-21,2025-08-27,SALES001,Pickup,Credit Card,Open,Low,4811.62,335.69,CAD,2167 First Rd Generic City AZ 96221,2167 First Rd Generic City AZ 96221
SO20250820316,CUST0108,2025-08-17,2025-08-28,SALES007,Freight,COD,On Hold,Low,2307.11,175.83,CAD,528 Elm Blvd Generic City MI 95537,528 Elm Blvd Generic City MI 95537
SO20250820317,CUST0403,2025-08-14,2025-09-02,SALES007,Overnight,NET15,Cancelled,High,4260.97,324.74,CAD,4551 Main Blvd Generic City MA 69019,2308 Business St Generic City GA 21213
SO20250820318,CUST0185,2025-08-09,2025-08-25,SALES005,Freight,NET45,Open,High,4375.89,305.29,CAD,8138 First Blvd Generic City OH 82033,8138 First Blvd Generic City OH 82033
SO20250820319,CUST0173,2025-07-28,2025-08-26,SALES008,Overnight,Wire Transfer,Delivered,Normal,4480.89,331.92,USD,532 Park Blvd Austin TX 38287,2730 Corporate Dr Generic City NJ 27136
SO20250820320,CUST0271,2025-07-31,2025-09-01,SALES003,Overnight,COD,Closed,High,379.27,31.32,EUR,7085 Washington Dr Springfield IL 12995,7085 Washington Dr Springfield IL 12995
SO20250820321,CUST0474,2025-08-07,2025-09-02,SALES001,Pickup,NET30,On Hold,Urgent,3696.46,273.81,CAD,9931 Washington Blvd Generic City NC 35761,9931 Washington Blvd Generic City NC 35761
SO20250820322,CUST0024,2025-08-19,2025-08-28,SALES007,Ground,COD,Shipped,Normal,2710.44,206.57,EUR,2386 First Dr Generic City NC 23916,2386 First Dr Generic City NC 23916
SO20250820323,CUST0148,2025-08-02,2025-08-22,SALES002,Overnight,NET30,Cancelled,Urgent,170.44,12.99,USD,5740 Main St Generic City PA 60881,5740 Main St Generic City PA 60881
SO20250820324,CUST0179,2025-08-07,2025-08-30,SALES008,Freight,NET15,Delivered,Normal,334.35,19.67,USD,3322 Oak Blvd Generic City NC 85958,3322 Oak Blvd Generic City NC 85958
SO20250820325,CUST0107,2025-07-21,2025-09-02,SALES008,2-Day,NET30,Processing,Urgent,4105.7,304.13,EUR,9147 Main St Chicago IL 59720,9147 Main St Chicago IL 59720
SO20250820326,CUST0328,2025-08-09,2025-08-30,SALES002,Ground,Wire Transfer,Cancelled,Normal,2302.15,170.53,USD,1852 Park Ave Miami FL 82521,1852 Park Ave Miami FL 82521
SO20250820327,CUST0307,2025-07-23,2025-08-22,SALES005,Overnight,NET45,Closed,High,5254.13,366.57,USD,3876 Park St Generic City WA 58161,3876 Park St Generic City WA 58161
SO20250820328,CUST0198,2025-08-07,2025-08-31,SALES007,Pickup,Credit Card,Shipped,Normal,3122.38,231.29,USD,7991 First Blvd Generic City NC 30842,7991 First Blvd Generic City NC 30842
SO20250820329,CUST0154,2025-08-08,2025-08-24,SALES008,Pickup,COD,Processing,High,339.56,23.69,USD,7449 Second Ave Generic City AZ 99624,1322 Corporate Ave Generic City GA 56891
SO20250820330,CUST0024,2025-07-21,2025-09-03,SALES006,2-Day,NET30,Processing,Urgent,3339.04,232.96,CAD,8472 Oak Dr Generic City AZ 28819,8472 Oak Dr Generic City AZ 28819
SO20250820331,CUST0286,2025-07-29,2025-08-28,SALES008,Freight,NET30,Cancelled,High,4378.12,361.5,CAD,8397 Second Dr Generic City GA 43700,8397 Second Dr Generic City GA 43700
SO20250820332,CUST0276,2025-08-08,2025-08-30,SALES002,Ground,NET45,Open,Urgent,3805.0200000000004,265.47,EUR,5236 Oak Blvd Generic City OH 23150,1317 Warehouse St Generic City GA 28445
SO20250820333,CUST0010,2025-08-11,2025-08-21,SALES005,Ground,Wire Transfer,Open,Urgent,3069.73,214.17,EUR,4185 Washington Ave Generic City WA 69820,4185 Washington Ave Generic City WA 69820
SO20250820334,CUST0475,2025-08-15,2025-08-27,SALES006,Overnight,Credit Card,Open,High,1240.91,91.92,CAD,9642 Oak Blvd Dallas TX 37397,597 Commerce Blvd Generic City NJ 76998
SO20250820335,CUST0155,2025-08-09,2025-08-27,SALES008,Express,NET15,On Hold,Normal,355.74,20.93,EUR,7655 First Rd Generic City VA 34976,7655 First Rd Generic City VA 34976
SO20250820336,CUST0487,2025-08-06,2025-08-26,SALES007,Ground,COD,Processing,Low,5110.93,389.52,USD,3967 Washington Rd Generic City GA 73055,1466 Commerce St Generic City NJ 96576
SO20250820337,CUST0452,2025-07-21,2025-08-25,SALES003,Overnight,NET30,Open,Normal,5128.9400000000005,379.92,USD,1367 Oak Rd San Antonio TX 59973,1367 Oak Rd San Antonio TX 59973
SO20250820338,CUST0434,2025-07-29,2025-08-30,SALES007,Overnight,NET15,Processing,High,5270.9,390.44,USD,4634 Washington Dr Generic City PA 20939,4634 Washington Dr Generic City PA 20939
SO20250820339,CUST0286,2025-07-29,2025-09-03,SALES001,Ground,NET45,Shipped,Low,4811.9400000000005,335.72,USD,9474 First Rd Generic City VA 92200,9474 First Rd Generic City VA 92200
SO20250820340,CUST0426,2025-07-21,2025-08-23,SALES008,Overnight,Credit Card,On Hold,Normal,4323.09,329.47,CAD,6934 Main Blvd Generic City MI 43642,6260 Industrial Blvd Generic City AZ 71891
SO20250820341,CUST0180,2025-08-20,2025-09-03,SALES005,Express,NET30,Shipped,Urgent,4111.06,313.31,EUR,8295 Second St Generic City MA 74490,8295 Second St Generic City MA 74490
SO20250820342,CUST0133,2025-07-23,2025-08-22,SALES003,Overnight,COD,Open,Low,3007.62,176.92,CAD,9215 Main St Austin TX 84386,9215 Main St Austin TX 84386
SO20250820343,CUST0403,2025-07-24,2025-08-26,SALES006,Overnight,NET15,Closed,Normal,2708.5699999999997,223.64,CAD,864 First Blvd Generic City AZ 47970,864 First Blvd Generic City AZ 47970
SO20250820344,CUST0154,2025-07-23,2025-08-25,SALES003,Freight,NET45,On Hold,Normal,2649.6,155.86,EUR,5777 Washington St Generic City NC 18493,5777 Washington St Generic City NC 18493
SO20250820345,CUST0064,2025-08-13,2025-08-28,SALES007,Express,COD,Closed,High,282.56,19.71,CAD,9331 Elm Rd Sacramento CA 25256,9331 Elm Rd Sacramento CA 25256
SO20250820346,CUST0448,2025-07-22,2025-08-21,SALES008,Overnight,Wire Transfer,Closed,Low,3489.5,205.26,CAD,4436 Oak Dr Generic City NC 57179,4436 Oak Dr Generic City NC 57179
SO20250820347,CUST0079,2025-07-30,2025-08-24,SALES008,Overnight,COD,Cancelled,Low,1698.72,99.92,CAD,5382 Main St Generic City WA 74790,5382 Main St Generic City WA 74790
SO20250820348,CUST0042,2025-07-29,2025-09-03,SALES008,2-Day,NET15,Cancelled,Low,4871.96,371.3,EUR,8405 First Blvd Springfield IL 57525,8405 First Blvd Springfield IL 57525
SO20250820349,CUST0053,2025-08-04,2025-08-31,SALES007,Overnight,COD,On Hold,Low,2330.5499999999997,162.6,EUR,2710 Washington Ave Oakland CA 82513,2022 Business Ave Naperville IL 11398
SO20250820350,CUST0487,2025-07-31,2025-08-30,SALES003,Ground,NET45,Processing,Urgent,4075.88,336.54,CAD,3315 Second Dr Generic City NC 46751,9540 Commerce Ave Fort Worth TX 15890
SO20250820351,CUST0177,2025-08-02,2025-08-30,SALES005,2-Day,Wire Transfer,Delivered,Urgent,535.88,37.39,CAD,2214 Main Rd Generic City WA 38334,2214 Main Rd Generic City WA 38334
SO20250820352,CUST0381,2025-08-20,2025-09-03,SALES001,Express,NET45,Delivered,Low,4576.3,319.28,EUR,4047 Second St San Antonio TX 39685,5862 Warehouse St Generic City MA 51686
SO20250820353,CUST0064,2025-08-08,2025-08-28,SALES007,Ground,COD,Cancelled,Urgent,5319.07,405.38,CAD,3259 Second St Generic City NC 27400,8512 Corporate Ave Jacksonville FL 28912
SO20250820354,CUST0415,2025-08-19,2025-08-30,SALES003,Express,NET45,On Hold,High,302.69,24.99,USD,400 Park Dr Generic City OH 83288,9256 Corporate St Generic City GA 80230
SO20250820355,CUST0469,2025-08-14,2025-08-31,SALES005,Ground,NET15,Open,Low,2156.1,178.03,CAD,4046 Washington Rd Generic City NC 40335,4632 Corporate St Generic City WA 39510
SO20250820356,CUST0360,2025-07-26,2025-08-26,SALES007,Ground,Wire Transfer,Closed,Urgent,2125.3599999999997,175.49,EUR,6210 Park St Jacksonville FL 47306,6210 Park St Jacksonville FL 47306
SO20250820357,CUST0453,2025-08-01,2025-08-21,SALES006,Pickup,Credit Card,On Hold,Normal,1435.3100000000002,84.43,USD,2718 Washington Dr Generic City GA 65764,2718 Washington Dr Generic City GA 65764
SO20250820358,CUST0059,2025-08-14,2025-08-21,SALES001,2-Day,Wire Transfer,On Hold,Low,4883.59,403.23,CAD,5480 First Dr Generic City MA 37492,8979 Business Ave Generic City NC 73532
SO20250820359,CUST0158,2025-08-20,2025-08-27,SALES003,Freight,NET30,Closed,High,2429.83,179.99,CAD,315 First Ave Tampa FL 80286,315 First Ave Tampa FL 80286
SO20250820360,CUST0164,2025-07-25,2025-08-26,SALES001,Ground,NET30,Shipped,Normal,2515.12,147.95,CAD,5761 Main Blvd Generic City NC 26001,5761 Main Blvd Generic City NC 26001
SO20250820361,CUST0444,2025-08-01,2025-09-01,SALES002,Freight,Wire Transfer,Shipped,Low,1940.49,114.15,CAD,461 Elm St San Francisco CA 74567,461 Elm St San Francisco CA 74567
SO20250820362,CUST0474,2025-08-19,2025-08-25,SALES006,Ground,NET45,Delivered,Normal,4322.55,301.57,CAD,6369 Park Rd Generic City OH 86534,6369 Park Rd Generic City OH 86534
SO20250820363,CUST0116,2025-08-04,2025-08-28,SALES004,Ground,Credit Card,Processing,High,4644.84,383.52,USD,6112 Second Ave Generic City OH 63931,2536 Business St Generic City GA 36684
SO20250820364,CUST0245,2025-08-14,2025-08-30,SALES005,Freight,NET15,Processing,High,3094.96,235.87,CAD,3207 Second Blvd Generic City MI 37205,1476 Business Blvd Generic City PA 88142
SO20250820365,CUST0500,2025-07-26,2025-08-25,SALES006,Overnight,Credit Card,On Hold,Low,225.68,18.63,EUR,4909 Second Ave Generic City PA 95601,7435 Warehouse Rd Oakland CA 85882
SO20250820366,CUST0246,2025-07-23,2025-08-27,SALES004,Express,Wire Transfer,On Hold,Low,1115.05,82.6,USD,4043 Washington Ave Generic City WA 77914,4043 Washington Ave Generic City WA 77914
SO20250820367,CUST0389,2025-08-13,2025-08-22,SALES007,Ground,NET30,Shipped,Low,2703.7900000000004,200.28,USD,4116 Washington Rd Austin TX 67084,7756 Commerce Dr Generic City OH 95500
SO20250820368,CUST0079,2025-08-08,2025-08-21,SALES003,Overnight,NET45,Delivered,Urgent,1147.29,94.73,USD,8054 Oak Rd Generic City PA 17586,3397 Industrial St Generic City WA 83956
SO20250820369,CUST0236,2025-08-20,2025-08-22,SALES003,2-Day,COD,Delivered,Low,2007.33,165.74,EUR,2370 Main St Generic City MA 83851,2370 Main St Generic City MA 83851
SO20250820370,CUST0321,2025-07-23,2025-09-02,SALES007,Express,COD,Delivered,Normal,4799.08,396.25,EUR,325 Second Dr Generic City OH 76086,325 Second Dr Generic City OH 76086
SO20250820371,CUST0269,2025-08-18,2025-08-23,SALES008,Freight,NET15,Shipped,Normal,972.76,72.06,CAD,7018 Park St Generic City PA 98816,7018 Park St Generic City PA 98816
SO20250820372,CUST0069,2025-08-15,2025-08-31,SALES005,Ground,Wire Transfer,Closed,Urgent,97.24,5.72,USD,8802 Oak Blvd Generic City NC 83238,4334 Business Rd Generic City MI 69775
SO20250820373,CUST0283,2025-08-02,2025-08-21,SALES005,Freight,NET30,Processing,High,4865.780000000001,360.43,EUR,2319 Second St Generic City OH 33959,2319 Second St Generic City OH 33959
SO20250820374,CUST0036,2025-07-30,2025-08-29,SALES001,Overnight,Wire Transfer,Delivered,Urgent,357.26,29.5,EUR,3746 Elm St Generic City GA 79626,3746 Elm St Generic City GA 79626
SO20250820375,CUST0285,2025-08-20,2025-09-03,SALES004,Overnight,Credit Card,Processing,High,2388.7999999999997,166.66,CAD,478 First St Generic City VA 53730,8955 Commerce Ave Generic City PA 92803
SO20250820376,CUST0376,2025-08-06,2025-08-24,SALES002,2-Day,NET30,Open,Urgent,2116.7799999999997,147.68,CAD,4229 Oak Ave Generic City GA 24576,4229 Oak Ave Generic City GA 24576
SO20250820377,CUST0279,2025-08-15,2025-08-28,SALES004,Pickup,NET15,Shipped,Urgent,2339.38,137.61,EUR,7317 Park Blvd Chicago IL 62556,7317 Park Blvd Chicago IL 62556
SO20250820378,CUST0007,2025-07-27,2025-08-22,SALES006,Overnight,COD,Shipped,Urgent,804.02,66.39,EUR,8472 Elm Blvd Generic City VA 66024,8472 Elm Blvd Generic City VA 66024
SO20250820379,CUST0065,2025-08-10,2025-08-26,SALES005,Express,NET45,Shipped,Urgent,2506.3,206.94,USD,7689 Oak Ave Generic City MI 65053,7689 Oak Ave Generic City MI 65053
SO20250820380,CUST0139,2025-08-19,2025-08-27,SALES001,Ground,NET45,On Hold,High,1265.21,88.27,CAD,9227 Second Rd Generic City VA 78893,9227 Second Rd Generic City VA 78893
SO20250820381,CUST0122,2025-08-01,2025-08-23,SALES004,Freight,Wire Transfer,On Hold,Urgent,883.3499999999999,65.43,CAD,3159 Park Dr Generic City NJ 66456,6004 Corporate Blvd Houston TX 75173
SO20250820382,CUST0138,2025-07-31,2025-08-29,SALES001,Freight,NET45,Processing,Urgent,3863.91,319.04,USD,7981 Oak Blvd Generic City OH 10533,7981 Oak Blvd Generic City OH 10533
SO20250820383,CUST0017,2025-08-19,2025-09-01,SALES002,Express,COD,Delivered,High,3401.75,200.1,EUR,1336 First Rd Generic City WA 14752,1336 First Rd Generic City WA 14752
SO20250820384,CUST0439,2025-08-18,2025-08-21,SALES001,Freight,NET15,Delivered,Urgent,4557.21,376.28,CAD,5195 Elm Ave Peoria IL 15078,5195 Elm Ave Peoria IL 15078
SO20250820385,CUST0243,2025-07-23,2025-08-29,SALES005,Overnight,NET30,Cancelled,Urgent,4641.71,323.84,USD,3063 Washington Ave Generic City MA 54548,3063 Washington Ave Generic City MA 54548
SO20250820386,CUST0282,2025-08-02,2025-08-29,SALES008,Pickup,NET30,Open,Urgent,899.9300000000001,68.59,CAD,9431 Main St Generic City PA 68646,9431 Main St Generic City PA 68646
SO20250820387,CUST0273,2025-07-30,2025-08-31,SALES007,Ground,NET15,On Hold,Urgent,1194.84,88.51,USD,5958 Main St Generic City NJ 63365,5958 Main St Generic City NJ 63365
SO20250820388,CUST0076,2025-08-06,2025-08-27,SALES005,Express,NET45,On Hold,High,1867.57,142.33,EUR,1097 Washington Blvd Generic City NJ 35226,1097 Washington Blvd Generic City NJ 35226
SO20250820389,CUST0456,2025-08-05,2025-08-31,SALES005,Ground,NET15,Delivered,Low,2797.2799999999997,230.97,CAD,8906 Elm Dr Tallahassee FL 55005,8906 Elm Dr Tallahassee FL 55005
SO20250820390,CUST0328,2025-07-23,2025-08-29,SALES008,2-Day,Credit Card,Cancelled,Normal,1422.2900000000002,83.66,EUR,2781 Washington Rd Generic City PA 31586,6643 Business Ave Dallas TX 12683
SO20250820391,CUST0467,2025-07-30,2025-08-24,SALES003,Freight,COD,Delivered,High,3493.44,258.77,USD,9818 Elm Blvd Tampa FL 55226,9818 Elm Blvd Tampa FL 55226
SO20250820392,CUST0269,2025-08-07,2025-08-28,SALES005,Pickup,NET15,Shipped,Urgent,747.92,57.0,EUR,7977 Oak Rd Naperville IL 37667,7977 Oak Rd Naperville IL 37667
SO20250820393,CUST0152,2025-08-17,2025-08-30,SALES001,Overnight,COD,Cancelled,Low,228.19,18.84,CAD,4877 Oak Rd Generic City NC 76566,4877 Oak Rd Generic City NC 76566
SO20250820394,CUST0292,2025-08-13,2025-08-22,SALES007,Pickup,NET45,Processing,Low,2748.12,209.44,CAD,7797 Washington St Generic City NC 33584,7797 Washington St Generic City NC 33584
SO20250820395,CUST0304,2025-08-18,2025-08-21,SALES006,Pickup,NET45,Delivered,Low,4192.95,346.21,EUR,4433 Elm Blvd Springfield IL 59663,4433 Elm Blvd Springfield IL 59663
SO20250820396,CUST0060,2025-07-31,2025-08-23,SALES004,2-Day,NET30,Shipped,High,3894.59,296.82,EUR,429 Second Ave Fort Worth TX 19321,5486 Warehouse Blvd Tallahassee FL 41280
SO20250820397,CUST0166,2025-07-22,2025-08-28,SALES005,2-Day,Credit Card,Open,Urgent,5295.74,311.51,USD,1301 Elm St Generic City NC 19354,1301 Elm St Generic City NC 19354
SO20250820398,CUST0158,2025-07-31,2025-08-23,SALES002,Pickup,Credit Card,Open,High,1461.1,111.35,EUR,7708 Elm Dr Generic City NC 16795,7708 Elm Dr Generic City NC 16795
SO20250820399,CUST0190,2025-07-24,2025-08-21,SALES008,Ground,Credit Card,Shipped,Low,5051.57,384.99,EUR,7370 Second Ave Tampa FL 43471,2229 Corporate Blvd Generic City AZ 69376
SO20250820400,CUST0079,2025-08-20,2025-09-02,SALES008,Freight,Credit Card,Open,High,270.82,22.36,EUR,7324 Park Rd Generic City WA 75373,7324 Park Rd Generic City WA 75373
SO20250820401,CUST0169,2025-08-15,2025-09-01,SALES004,Freight,Credit Card,Closed,Urgent,2097.99,123.41,EUR,4640 First St Peoria IL 98979,8405 Business Dr Generic City NC 84540
SO20250820402,CUST0079,2025-08-04,2025-08-23,SALES007,Express,Wire Transfer,Closed,Low,2296.17,170.09,USD,2818 Second Blvd Generic City PA 68501,1719 Business Blvd Generic City NC 39344
SO20250820403,CUST0099,2025-07-21,2025-08-24,SALES002,Pickup,COD,Closed,Normal,4273.39,298.14,EUR,5498 Second St Rockford IL 90774,7715 Corporate Blvd Generic City VA 92634
SO20250820404,CUST0026,2025-08-16,2025-08-22,SALES001,Ground,NET15,Processing,Urgent,1714.6599999999999,141.58,EUR,1024 Washington St Generic City PA 56010,1024 Washington St Generic City PA 56010
SO20250820405,CUST0065,2025-07-21,2025-08-26,SALES004,Freight,Wire Transfer,Open,Urgent,555.6800000000001,32.69,CAD,8225 Washington Dr Generic City MA 88391,8225 Washington Dr Generic City MA 88391
SO20250820406,CUST0374,2025-08-03,2025-08-28,SALES003,Pickup,COD,Shipped,Urgent,1020.22,84.24,EUR,5297 Oak St Generic City MI 20054,4362 Industrial Rd Generic City PA 74487
SO20250820407,CUST0069,2025-07-24,2025-08-31,SALES001,Overnight,NET45,Delivered,Normal,1713.8300000000002,126.95,CAD,1984 Park Rd Generic City NJ 59231,1984 Park Rd Generic City NJ 59231
SO20250820408,CUST0162,2025-07-30,2025-08-30,SALES007,Express,Wire Transfer,Shipped,Normal,88.72,7.33,EUR,8179 Second St Generic City AZ 56497,8179 Second St Generic City AZ 56497
SO20250820409,CUST0473,2025-08-13,2025-08-31,SALES007,Freight,NET45,Open,Urgent,1738.72,102.28,EUR,1552 Elm St Rochester NY 14000,7219 Corporate Ave Oakland CA 12482
SO20250820410,CUST0245,2025-08-09,2025-08-30,SALES002,2-Day,NET45,On Hold,High,2312.73,136.04,EUR,7622 Elm Dr Generic City OH 11252,994 Business Ave Generic City VA 45666
SO20250820411,CUST0001,2025-07-27,2025-08-22,SALES001,Express,COD,Cancelled,High,2478.96,183.63,CAD,6568 First Dr Generic City PA 35241,7959 Business St Generic City MI 17688
SO20250820412,CUST0173,2025-08-20,2025-08-27,SALES006,Freight,NET15,On Hold,Normal,1369.18,113.05,CAD,3144 Main Blvd Generic City MA 73600,3144 Main Blvd Generic City MA 73600
SO20250820413,CUST0443,2025-08-07,2025-09-03,SALES002,Overnight,NET45,Processing,Urgent,4451.849999999999,261.87,CAD,2801 Park Rd Orlando FL 10009,6946 Industrial Rd Generic City VA 36528
SO20250820414,CUST0032,2025-07-22,2025-08-30,SALES007,Ground,NET45,On Hold,Low,639.83,37.64,CAD,6609 Park St Generic City OH 38869,6609 Park St Generic City OH 38869
SO20250820415,CUST0446,2025-08-06,2025-08-21,SALES006,Freight,NET15,Shipped,Low,2537.08,209.48,EUR,7359 Park Dr Generic City AZ 98438,7359 Park Dr Generic City AZ 98438
SO20250820416,CUST0305,2025-08-02,2025-08-25,SALES007,Overnight,NET15,Closed,Urgent,2991.65,221.6,EUR,2536 Oak Rd Generic City OH 77013,2536 Oak Rd Generic City OH 77013
SO20250820417,CUST0263,2025-07-30,2025-09-02,SALES008,Freight,Credit Card,Shipped,Urgent,4638.05,382.96,EUR,4293 Washington Ave Generic City MA 69673,4293 Washington Ave Generic City MA 69673
